contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM240712P00145000,IBM,2024-07-12,145.00,put,0.00,0.21,0.01,18,0.40,56,0,2,2024-06-18,0.36037,-0.03285,0.00465,-0.08481,0.03208,-0.00382
IBM240712C00150000,IBM,2024-07-12,150.00,call,0.00,21.23,20.70,37,21.75,43,0,0,2024-06-18,0.28202,0.96856,0.00574,-0.14307,0.03093,0.09466
IBM240712P00150000,IBM,2024-07-12,150.00,put,0.00,0.26,0.06,30,0.45,411,0,13,2024-06-18,0.31098,-0.04514,0.00699,-0.09404,0.04156,-0.00523
IBM240712C00155000,IBM,2024-07-12,155.00,call,0.00,16.42,15.95,36,16.90,37,0,0,2024-06-18,0.26022,0.93557,0.01107,-0.18527,0.05507,0.09412
IBM240712P00155000,IBM,2024-07-12,155.00,put,0.25,0.21,0.13,36,0.28,172,7,13,2024-06-18,0.23629,-0.04786,0.00964,-0.07379,0.04355,-0.00550
IBM240712C00160000,IBM,2024-07-12,160.00,call,8.67,11.70,11.20,29,12.20,45,0,1,2024-06-18,0.22730,0.88196,0.01989,-0.22340,0.08647,0.09121
IBM240712P00160000,IBM,2024-07-12,160.00,put,0.60,0.64,0.40,4,0.88,278,50,56,2024-06-18,0.23294,-0.12352,0.02004,-0.14657,0.08928,-0.01427
IBM240712C00165000,IBM,2024-07-12,165.00,call,7.10,7.35,7.15,38,7.55,41,6,12,2024-06-18,0.20184,0.76816,0.03455,-0.27064,0.13339,0.08131
IBM240712P00165000,IBM,2024-07-12,165.00,put,1.16,1.17,1.08,7,1.26,41,60,24,2024-06-18,0.19772,-0.22754,0.03490,-0.17715,0.13199,-0.02629
IBM240712C00170000,IBM,2024-07-12,170.00,call,4.00,3.95,3.80,40,4.10,41,59,116,2024-06-18,0.19254,0.56399,0.04677,-0.30131,0.17222,0.06065
IBM240712P00170000,IBM,2024-07-12,170.00,put,2.77,2.75,2.57,13,2.92,43,1,69,2024-06-18,0.18934,-0.43526,0.04754,-0.20685,0.17217,-0.05062
IBM240712C00175000,IBM,2024-07-12,175.00,call,1.74,1.79,1.26,72,2.32,160,23,218,2024-06-18,0.19086,0.33352,0.04357,-0.26020,0.15905,0.03622
IBM240712P00175000,IBM,2024-07-12,175.00,put,0.00,5.75,5.35,53,6.15,260,0,3,2024-06-18,0.19849,-0.65974,0.04222,-0.17889,0.16029,-0.07777
IBM240712C00180000,IBM,2024-07-12,180.00,call,0.58,0.60,0.45,51,0.76,3,17,71,2024-06-18,0.18385,0.14778,0.02871,-0.15426,0.10096,0.01618
IBM240712P00180000,IBM,2024-07-12,180.00,put,0.00,9.82,9.15,62,10.50,95,0,0,2024-06-18,0.21983,-0.80685,0.02851,-0.12181,0.11988,-0.09694
IBM240712C00185000,IBM,2024-07-12,185.00,call,0.20,0.46,0.24,30,0.69,187,1,62,2024-06-18,0.23050,0.09902,0.01729,-0.14232,0.07620,0.01080
IBM240712P00185000,IBM,2024-07-12,185.00,put,0.00,14.62,14.05,37,15.20,51,0,0,2024-06-18,0.27150,-0.86060,0.01869,-0.11436,0.09706,-0.10612
IBM240712C00190000,IBM,2024-07-12,190.00,call,0.20,0.22,0.05,128,0.39,222,1,0,2024-06-18,0.24376,0.05046,0.00974,-0.08868,0.04543,0.00551
IBM240712P00190000,IBM,2024-07-12,190.00,put,0.00,19.45,19.00,37,19.90,37,0,0,2024-06-18,0.31434,-0.89545,0.01319,-0.09772,0.07927,-0.11321
IBM240712C00195000,IBM,2024-07-12,195.00,call,0.00,0.21,0.01,122,0.42,322,0,0,2024-06-18,0.28842,0.04208,0.00712,-0.08983,0.03927,0.00458
IBM240712P00195000,IBM,2024-07-12,195.00,put,0.00,24.57,24.00,37,25.15,45,0,0,2024-06-18,0.38781,-0.89657,0.01061,-0.13737,0.07866,-0.11670
IBM240712C00200000,IBM,2024-07-12,200.00,call,0.20,0.18,0.01,3,0.36,131,1,1,2024-06-18,0.32379,0.03327,0.00523,-0.08273,0.03241,0.00361
IBM240712P00200000,IBM,2024-07-12,200.00,put,0.00,29.45,28.95,37,29.95,39,0,0,2024-06-18,0.42653,-0.91460,0.00837,-0.12266,0.06829,-0.12193
IBM240712C00205000,IBM,2024-07-12,205.00,call,0.00,0.01,0.00,0,0.37,56,0,0,2024-06-18,0.25352,0.00304,0.00083,-0.00807,0.00405,0.00033
IBM240712P00205000,IBM,2024-07-12,205.00,put,0.00,34.42,33.90,37,34.95,37,0,0,2024-06-18,0.47394,-0.92282,0.00698,-0.12580,0.06327,-0.12612
IBM240712C00210000,IBM,2024-07-12,210.00,call,0.00,0.01,0.00,0,0.36,48,0,0,2024-06-18,0.28355,0.00274,0.00068,-0.00820,0.00369,0.00030
IBM240712P00210000,IBM,2024-07-12,210.00,put,0.00,39.42,38.90,38,39.95,37,0,0,2024-06-18,0.52394,-0.92724,0.00604,-0.13570,0.06049,-0.12990
IBM240712C00215000,IBM,2024-07-12,215.00,call,0.00,0.01,0.00,0,0.36,57,0,0,2024-06-18,0.31266,0.00252,0.00057,-0.00834,0.00341,0.00028
IBM240712P00215000,IBM,2024-07-12,215.00,put,0.00,44.45,43.95,36,44.95,36,0,0,2024-06-18,0.57714,-0.92886,0.00539,-0.15280,0.05945,-0.13339
IBM240712C00220000,IBM,2024-07-12,220.00,call,0.00,0.01,0.00,0,0.35,36,0,0,2024-06-18,0.34071,0.00232,0.00049,-0.00844,0.00318,0.00025
IBM240712P00220000,IBM,2024-07-12,220.00,put,0.00,49.58,48.95,37,50.20,38,0,0,2024-06-18,0.64543,-0.92427,0.00505,-0.19563,0.06236,-0.13625
IBM240712C00225000,IBM,2024-07-12,225.00,call,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.36799,0.00217,0.00042,-0.00856,0.00299,0.00024
IBM240712P00225000,IBM,2024-07-12,225.00,put,0.00,54.45,53.95,39,54.95,41,0,0,2024-06-18,0.66890,-0.93437,0.00437,-0.17020,0.05587,-0.14059
IBM240712C00230000,IBM,2024-07-12,230.00,call,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.39437,0.00204,0.00037,-0.00864,0.00282,0.00022
IBM240712P00230000,IBM,2024-07-12,230.00,put,0.00,59.42,58.90,38,59.95,36,0,0,2024-06-18,0.70732,-0.93807,0.00395,-0.17026,0.05340,-0.14427
IBM240712C00235000,IBM,2024-07-12,235.00,call,0.00,0.01,0.00,0,0.35,36,0,0,2024-06-18,0.41997,0.00192,0.00033,-0.00872,0.00268,0.00021
IBM240712P00235000,IBM,2024-07-12,235.00,put,0.00,64.45,63.95,36,64.95,40,0,0,2024-06-18,0.75548,-0.93819,0.00369,-0.18669,0.05332,-0.14759
IBM240712C00240000,IBM,2024-07-12,240.00,call,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.44497,0.00183,0.00030,-0.00881,0.00256,0.00020
IBM240712P00240000,IBM,2024-07-12,240.00,put,0.00,69.45,68.95,36,69.95,41,0,0,2024-06-18,0.79695,-0.93971,0.00343,-0.19448,0.05230,-0.15105
IBM240712C00245000,IBM,2024-07-12,245.00,call,0.00,0.01,0.00,0,0.35,41,0,0,2024-06-18,0.46921,0.00174,0.00027,-0.00888,0.00245,0.00019
IBM240712P00245000,IBM,2024-07-12,245.00,put,0.00,74.45,74.00,36,74.90,36,0,0,2024-06-18,0.83750,-0.94098,0.00321,-0.20231,0.05143,-0.15448
IBM240719C00075000,IBM,2024-07-19,75.00,call,93.50,96.80,95.45,35,98.15,36,0,1,2024-06-18,1.64373,0.97523,0.00071,-0.31596,0.02882,0.05905
IBM240719P00075000,IBM,2024-07-19,75.00,put,0.00,0.01,0.00,0,0.23,67,0,17,2024-06-18,0.93170,-0.00074,0.00006,-0.00690,0.00127,-0.00012
IBM240719C00080000,IBM,2024-07-19,80.00,call,0.00,90.90,90.50,37,91.30,38,0,0,2024-06-18,0.26629,1.00000,0.00000,-0.04245,0.00000,0.06764
IBM240719P00080000,IBM,2024-07-19,80.00,put,0.00,0.01,0.00,0,0.23,44,0,7,2024-06-18,0.86249,-0.00080,0.00006,-0.00686,0.00137,-0.00012
IBM240719C00085000,IBM,2024-07-19,85.00,call,0.00,86.62,85.55,38,87.70,35,0,0,2024-06-18,1.34632,0.97629,0.00084,-0.26279,0.02778,0.06785
IBM240719P00085000,IBM,2024-07-19,85.00,put,0.00,0.01,0.00,0,0.23,44,0,11,2024-06-18,0.79725,-0.00087,0.00007,-0.00680,0.00147,-0.00013
IBM240719C00090000,IBM,2024-07-19,90.00,call,0.00,81.55,80.55,37,82.55,35,0,0,2024-06-18,1.21630,0.97689,0.00091,-0.24006,0.02719,0.07224
IBM240719P00090000,IBM,2024-07-19,90.00,put,0.00,0.01,0.00,0,0.23,54,0,6,2024-06-18,0.73582,-0.00094,0.00009,-0.00675,0.00158,-0.00014
IBM240719C00095000,IBM,2024-07-19,95.00,call,0.00,76.60,75.60,38,77.60,35,0,0,2024-06-18,1.13535,0.97427,0.00106,-0.24664,0.02976,0.07607
IBM240719P00095000,IBM,2024-07-19,95.00,put,0.00,0.01,0.00,0,0.23,36,0,13,2024-06-18,0.67744,-0.00102,0.00010,-0.00667,0.00170,-0.00016
IBM240719C00100000,IBM,2024-07-19,100.00,call,70.00,71.70,70.60,37,72.80,35,0,9,2024-06-18,1.07240,0.96987,0.00128,-0.26421,0.03394,0.07959
IBM240719P00100000,IBM,2024-07-19,100.00,put,0.00,0.12,0.01,5,0.23,54,0,26,2024-06-18,0.81143,-0.00831,0.00056,-0.05300,0.01127,-0.00131
IBM240719C00105000,IBM,2024-07-19,105.00,call,65.00,66.90,65.65,38,68.15,35,0,0,2024-06-18,1.03429,0.96205,0.00161,-0.30166,0.04103,0.08253
IBM240719P00105000,IBM,2024-07-19,105.00,put,0.00,0.01,0.00,0,0.23,41,0,14,2024-06-18,0.56921,-0.00121,0.00014,-0.00654,0.00199,-0.00018
IBM240719C00110000,IBM,2024-07-19,110.00,call,0.00,61.77,60.65,37,62.90,35,0,0,2024-06-18,0.91417,0.96378,0.00175,-0.26728,0.03950,0.08714
IBM240719P00110000,IBM,2024-07-19,110.00,put,0.00,0.01,0.00,0,0.23,48,0,29,2024-06-18,0.51860,-0.00132,0.00017,-0.00646,0.00216,-0.00020
IBM240719C00115000,IBM,2024-07-19,115.00,call,54.85,56.92,55.70,38,58.15,35,0,0,2024-06-18,0.86509,0.95611,0.00216,-0.29174,0.04618,0.09015
IBM240719P00115000,IBM,2024-07-19,115.00,put,0.00,0.01,0.00,0,0.23,48,0,48,2024-06-18,0.47013,-0.00145,0.00020,-0.00637,0.00235,-0.00022
IBM240719C00120000,IBM,2024-07-19,120.00,call,45.47,52.02,50.80,37,53.25,35,0,1,2024-06-18,0.80320,0.94931,0.00261,-0.30363,0.05183,0.09333
IBM240719P00120000,IBM,2024-07-19,120.00,put,0.00,0.01,0.00,0,0.23,41,0,25,2024-06-18,0.42333,-0.00160,0.00025,-0.00626,0.00257,-0.00024
IBM240719C00125000,IBM,2024-07-19,125.00,call,40.19,46.20,45.85,8,46.55,38,0,0,2024-06-18,0.48019,0.98990,0.00113,-0.10313,0.01336,0.10415
IBM240719P00125000,IBM,2024-07-19,125.00,put,0.00,0.01,0.00,0,0.15,49,0,234,2024-06-18,0.37836,-0.00178,0.00030,-0.00616,0.00284,-0.00027
IBM240719C00130000,IBM,2024-07-19,130.00,call,38.48,42.15,40.80,37,43.50,36,0,2,2024-06-18,0.66753,0.93526,0.00381,-0.30946,0.06283,0.09967
IBM240719P00130000,IBM,2024-07-19,130.00,put,0.00,0.01,0.00,0,0.10,46,0,78,2024-06-18,0.33476,-0.00200,0.00038,-0.00603,0.00315,-0.00030
IBM240719C00135000,IBM,2024-07-19,135.00,call,34.39,36.83,35.80,37,37.85,38,0,24,2024-06-18,0.53918,0.94464,0.00417,-0.24264,0.05557,0.10555
IBM240719P00135000,IBM,2024-07-19,135.00,put,0.09,0.01,0.00,0,0.26,59,1,59,2024-06-18,0.29254,-0.00227,0.00049,-0.00588,0.00354,-0.00034
IBM240719C00140000,IBM,2024-07-19,140.00,call,29.02,31.27,30.85,37,31.70,37,0,82,2024-06-18,0.32562,0.98519,0.00231,-0.10857,0.01861,0.11615
IBM240719P00140000,IBM,2024-07-19,140.00,put,0.21,0.17,0.05,40,0.28,327,1,224,2024-06-18,0.36083,-0.02427,0.00318,-0.05789,0.02833,-0.00366
IBM240719C00145000,IBM,2024-07-19,145.00,call,26.10,26.32,25.90,40,26.75,45,0,954,2024-06-18,0.28781,0.97886,0.00355,-0.11768,0.02522,0.11944
IBM240719P00145000,IBM,2024-07-19,145.00,put,0.12,0.09,0.01,173,0.16,131,28,396,2024-06-18,0.27714,-0.01761,0.00315,-0.03358,0.02159,-0.00263
IBM240719C00150000,IBM,2024-07-19,150.00,call,19.50,21.40,21.00,37,21.80,37,4,81,2024-06-18,0.25458,0.96627,0.00592,-0.13227,0.03725,0.12179
IBM240719P00150000,IBM,2024-07-19,150.00,put,0.17,0.24,0.16,44,0.32,314,6,520,2024-06-18,0.27105,-0.04251,0.00672,-0.06781,0.04500,-0.00636
IBM240719C00155000,IBM,2024-07-19,155.00,call,14.90,16.68,16.35,12,17.00,49,1,515,2024-06-18,0.24605,0.92397,0.01170,-0.17808,0.07110,0.11967
IBM240719P00155000,IBM,2024-07-19,155.00,put,0.36,0.35,0.31,68,0.40,165,27,932,2024-06-18,0.23431,-0.06674,0.01111,-0.08248,0.06433,-0.00996
IBM240719C00160000,IBM,2024-07-19,160.00,call,10.70,11.95,11.65,137,12.25,42,0,365,2024-06-18,0.21083,0.87361,0.01980,-0.20102,0.10311,0.11639
IBM240719P00160000,IBM,2024-07-19,160.00,put,0.75,0.73,0.65,77,0.82,314,62,3879,2024-06-18,0.21586,-0.13169,0.01989,-0.12246,0.10609,-0.01970
IBM240719C00165000,IBM,2024-07-19,165.00,call,7.39,7.88,7.40,158,8.35,89,37,1613,2024-06-18,0.20367,0.74644,0.03163,-0.25445,0.15913,0.10143
IBM240719P00165000,IBM,2024-07-19,165.00,put,1.63,1.61,1.54,12,1.69,4,71,7701,2024-06-18,0.20519,-0.25500,0.03149,-0.16876,0.15960,-0.03830
IBM240719C00170000,IBM,2024-07-19,170.00,call,4.67,4.65,4.55,30,4.75,51,233,6060,2024-06-18,0.20032,0.56437,0.03955,-0.27961,0.19570,0.07780
IBM240719P00170000,IBM,2024-07-19,170.00,put,3.25,3.30,3.20,9,3.40,40,87,3330,2024-06-18,0.19864,-0.43528,0.03987,-0.18749,0.19567,-0.06585
IBM240719C00175000,IBM,2024-07-19,175.00,call,2.43,2.41,2.38,5,2.44,10,657,5403,2024-06-18,0.19833,0.36753,0.03822,-0.25076,0.18725,0.05119
IBM240719P00175000,IBM,2024-07-19,175.00,put,6.05,6.20,6.00,9,6.40,227,5,1101,2024-06-18,0.20535,-0.62735,0.03708,-0.16706,0.18810,-0.09614
IBM240719C00180000,IBM,2024-07-19,180.00,call,1.14,1.14,1.10,1,1.18,35,2875,5959,2024-06-18,0.20108,0.20790,0.02867,-0.18686,0.14240,0.02915
IBM240719P00180000,IBM,2024-07-19,180.00,put,10.95,9.98,9.65,80,10.30,133,22,696,2024-06-18,0.21495,-0.77557,0.02803,-0.11254,0.14885,-0.12082
IBM240719C00185000,IBM,2024-07-19,185.00,call,0.60,0.54,0.48,70,0.60,151,79,2235,2024-06-18,0.20961,0.10997,0.01805,-0.12502,0.09344,0.01547
IBM240719P00185000,IBM,2024-07-19,185.00,put,15.50,14.57,14.15,9,15.00,38,310,595,2024-06-18,0.24879,-0.84684,0.01912,-0.08735,0.11750,-0.13504
IBM240719C00190000,IBM,2024-07-19,190.00,call,0.19,0.27,0.18,77,0.35,158,9,1830,2024-06-18,0.22196,0.05853,0.01059,-0.08106,0.05807,0.00825
IBM240719P00190000,IBM,2024-07-19,190.00,put,21.30,19.50,19.05,38,19.95,37,200,410,2024-06-18,0.29970,-0.87306,0.01397,-0.09272,0.10342,-0.14302
IBM240719C00195000,IBM,2024-07-19,195.00,call,0.11,0.20,0.09,255,0.30,263,18,943,2024-06-18,0.24986,0.04082,0.00705,-0.06765,0.04354,0.00574
IBM240719P00195000,IBM,2024-07-19,195.00,put,25.85,24.48,24.00,37,24.95,37,133,65,2024-06-18,0.35092,-0.88774,0.01094,-0.10217,0.09483,-0.14938
IBM240719C00200000,IBM,2024-07-19,200.00,call,0.10,0.16,0.04,90,0.29,160,2,1315,2024-06-18,0.27775,0.03064,0.00502,-0.05898,0.03442,0.00430
IBM240719P00200000,IBM,2024-07-19,200.00,put,0.00,29.52,29.10,8,29.95,41,0,3,2024-06-18,0.40580,-0.89426,0.00906,-0.11999,0.09084,-0.15461
IBM240719C00205000,IBM,2024-07-19,205.00,call,0.08,0.16,0.05,7,0.27,36,3,783,2024-06-18,0.31373,0.02762,0.00407,-0.06073,0.03157,0.00386
IBM240719P00205000,IBM,2024-07-19,205.00,put,0.00,34.52,34.00,45,35.05,46,0,0,2024-06-18,0.45412,-0.90144,0.00769,-0.13040,0.08631,-0.15989
IBM240719C00210000,IBM,2024-07-19,210.00,call,0.02,0.14,0.02,73,0.25,217,1,569,2024-06-18,0.34117,0.02288,0.00320,-0.05617,0.02697,0.00320
IBM240719P00210000,IBM,2024-07-19,210.00,put,0.00,39.52,39.00,40,40.05,46,0,0,2024-06-18,0.50061,-0.90696,0.00669,-0.14030,0.08273,-0.16494
IBM240719C00215000,IBM,2024-07-19,215.00,call,0.10,0.13,0.02,9,0.24,57,2,662,2024-06-18,0.36967,0.01999,0.00263,-0.05410,0.02406,0.00279
IBM240719P00215000,IBM,2024-07-19,215.00,put,0.00,44.55,44.00,39,45.10,38,0,0,2024-06-18,0.54894,-0.90979,0.00596,-0.15483,0.08085,-0.16962
IBM240719C00220000,IBM,2024-07-19,220.00,call,0.03,0.01,0.00,0,0.06,6,100,978,2024-06-18,0.29864,0.00233,0.00049,-0.00657,0.00362,0.00033
IBM240719P00220000,IBM,2024-07-19,220.00,put,0.00,49.47,49.05,39,49.90,38,0,0,2024-06-18,0.58171,-0.91779,0.00525,-0.14851,0.07543,-0.17496
IBM240719C00225000,IBM,2024-07-19,225.00,call,0.05,0.01,0.00,0,0.23,41,0,452,2024-06-18,0.32272,0.00218,0.00043,-0.00667,0.00341,0.00031
IBM240719P00225000,IBM,2024-07-19,225.00,put,0.00,54.50,54.00,39,55.00,38,0,0,2024-06-18,0.62729,-0.91916,0.00481,-0.16243,0.07448,-0.17943
IBM240719C00230000,IBM,2024-07-19,230.00,call,0.04,0.01,0.00,0,0.04,69,139,800,2024-06-18,0.34589,0.00204,0.00038,-0.00672,0.00321,0.00029
IBM240719P00230000,IBM,2024-07-19,230.00,put,0.00,59.45,59.00,37,59.90,35,0,0,2024-06-18,0.66082,-0.92408,0.00435,-0.16059,0.07102,-0.18435
IBM240719C00235000,IBM,2024-07-19,235.00,call,0.11,0.01,0.00,0,0.23,48,0,99,2024-06-18,0.36845,0.00193,0.00034,-0.00679,0.00305,0.00027
IBM240719P00235000,IBM,2024-07-19,235.00,put,0.00,64.53,64.05,37,65.00,38,0,0,2024-06-18,0.71113,-0.92239,0.00411,-0.18409,0.07222,-0.18841
IBM240719C00240000,IBM,2024-07-19,240.00,call,0.03,0.01,0.00,0,0.23,41,0,438,2024-06-18,0.39040,0.00183,0.00030,-0.00685,0.00291,0.00026
IBM240719P00240000,IBM,2024-07-19,240.00,put,0.00,69.47,69.00,36,69.95,38,0,2,2024-06-18,0.74085,-0.92693,0.00377,-0.17953,0.06897,-0.19327
IBM240719C00245000,IBM,2024-07-19,245.00,call,0.05,0.01,0.00,0,0.23,48,0,128,2024-06-18,0.41174,0.00174,0.00027,-0.00690,0.00278,0.00024
IBM240719P00245000,IBM,2024-07-19,245.00,put,0.00,74.50,74.05,37,74.95,35,0,0,2024-06-18,0.78231,-0.92716,0.00356,-0.19290,0.06881,-0.19757
IBM240719C00250000,IBM,2024-07-19,250.00,call,0.01,0.01,0.00,0,0.23,48,0,83,2024-06-18,0.43263,0.00167,0.00025,-0.00696,0.00268,0.00023
IBM240719P00250000,IBM,2024-07-19,250.00,put,0.00,79.55,79.05,37,80.05,38,0,0,2024-06-18,0.82576,-0.92647,0.00340,-0.21027,0.06930,-0.20176
IBM240719C00260000,IBM,2024-07-19,260.00,call,0.04,0.01,0.00,0,0.23,52,0,138,2024-06-18,0.47272,0.00154,0.00021,-0.00706,0.00249,0.00022
IBM240719P00260000,IBM,2024-07-19,260.00,put,0.00,89.53,89.00,36,90.05,41,0,0,2024-06-18,0.89298,-0.92959,0.00304,-0.22020,0.06704,-0.21069
IBM240719C00270000,IBM,2024-07-19,270.00,call,0.01,0.01,0.00,0,0.23,41,0,357,2024-06-18,0.51098,0.00144,0.00019,-0.00716,0.00234,0.00020
IBM240719P00270000,IBM,2024-07-19,270.00,put,0.00,99.45,99.00,36,99.90,36,0,0,2024-06-18,0.94755,-0.93437,0.00271,-0.21626,0.06350,-0.21981
IBM240719C00280000,IBM,2024-07-19,280.00,call,0.18,0.01,0.00,0,0.23,41,0,81,2024-06-18,0.54741,0.00135,0.00016,-0.00723,0.00221,0.00019
IBM240719P00280000,IBM,2024-07-19,280.00,put,0.00,109.50,109.00,36,110.00,38,0,0,2024-06-18,1.01935,-0.93385,0.00254,-0.24013,0.06389,-0.22827
IBM240719C00290000,IBM,2024-07-19,290.00,call,0.01,0.01,0.00,0,0.23,48,0,25,2024-06-18,0.58247,0.00128,0.00015,-0.00732,0.00210,0.00018
IBM240719P00290000,IBM,2024-07-19,290.00,put,0.00,119.45,119.00,36,119.90,36,0,0,2024-06-18,1.07301,-0.93659,0.00233,-0.24169,0.06182,-0.23712
IBM240726C00095000,IBM,2024-07-26,95.00,call,0.00,76.08,74.25,36,77.90,41,0,0,2024-06-18,0.57180,0.99951,0.00006,-0.05296,0.00097,0.09826
IBM240726P00095000,IBM,2024-07-26,95.00,put,0.00,0.01,0.00,0,1.31,36,0,0,2024-06-18,0.61296,-0.00102,0.00010,-0.00544,0.00188,-0.00019
IBM240726C00100000,IBM,2024-07-26,100.00,call,0.00,71.20,69.30,36,73.10,41,0,0,2024-06-18,0.71387,0.99299,0.00050,-0.08911,0.01073,0.10219
IBM240726P00100000,IBM,2024-07-26,100.00,put,0.00,0.01,0.00,0,1.32,36,0,0,2024-06-18,0.56281,-0.00110,0.00012,-0.00537,0.00203,-0.00021
IBM240726C00105000,IBM,2024-07-26,105.00,call,0.00,66.25,64.35,41,68.15,41,0,0,2024-06-18,0.67302,0.99105,0.00065,-0.09778,0.01330,0.10700
IBM240726P00105000,IBM,2024-07-26,105.00,put,0.00,0.01,0.00,0,2.17,38,0,0,2024-06-18,0.51509,-0.00120,0.00014,-0.00531,0.00219,-0.00022
IBM240726C00110000,IBM,2024-07-26,110.00,call,0.00,61.33,59.40,41,63.25,36,0,0,2024-06-18,0.64756,0.98712,0.00093,-0.11386,0.01827,0.11142
IBM240726P00110000,IBM,2024-07-26,110.00,put,0.00,0.01,0.00,0,2.19,49,0,0,2024-06-18,0.46936,-0.00131,0.00017,-0.00524,0.00238,-0.00024
IBM240726C00115000,IBM,2024-07-26,115.00,call,0.00,56.33,54.40,37,58.25,41,0,0,2024-06-18,0.57500,0.98767,0.00101,-0.10834,0.01759,0.11673
IBM240726P00115000,IBM,2024-07-26,115.00,put,0.00,0.01,0.00,0,2.20,49,0,0,2024-06-18,0.42561,-0.00145,0.00020,-0.00517,0.00260,-0.00027
IBM240726C00120000,IBM,2024-07-26,120.00,call,0.00,51.33,49.45,37,53.20,39,0,0,2024-06-18,0.50488,0.98850,0.00108,-0.10266,0.01656,0.12208
IBM240726P00120000,IBM,2024-07-26,120.00,put,0.00,0.01,0.00,0,0.63,37,0,0,2024-06-18,0.38339,-0.00160,0.00024,-0.00508,0.00284,-0.00029
IBM240726C00125000,IBM,2024-07-26,125.00,call,0.00,46.52,44.65,41,48.40,52,0,0,2024-06-18,0.51951,0.97561,0.00200,-0.14249,0.03150,0.12480
IBM240726P00125000,IBM,2024-07-26,125.00,put,0.00,0.01,0.00,0,0.45,37,0,0,2024-06-18,0.34269,-0.00178,0.00030,-0.00499,0.00313,-0.00033
IBM240726C00130000,IBM,2024-07-26,130.00,call,40.42,41.55,39.65,37,43.45,46,13,0,2024-06-18,0.46464,0.97275,0.00246,-0.14340,0.03456,0.12946
IBM240726P00130000,IBM,2024-07-26,130.00,put,0.00,0.29,0.06,43,0.52,41,0,0,2024-06-18,0.46723,-0.02787,0.00249,-0.07634,0.03522,-0.00525
IBM240726C00135000,IBM,2024-07-26,135.00,call,0.00,36.58,34.65,37,38.50,37,0,0,2024-06-18,0.41098,0.96932,0.00306,-0.14391,0.03814,0.13403
IBM240726P00135000,IBM,2024-07-26,135.00,put,0.00,0.27,0.01,105,0.52,77,0,0,2024-06-18,0.40763,-0.02970,0.00301,-0.06985,0.03713,-0.00555
IBM240726C00140000,IBM,2024-07-26,140.00,call,0.00,31.70,29.75,37,33.65,51,0,0,2024-06-18,0.37821,0.95764,0.00434,-0.16038,0.04967,0.13704
IBM240726P00140000,IBM,2024-07-26,140.00,put,0.00,0.43,0.12,106,0.74,90,0,8,2024-06-18,0.38873,-0.04641,0.00454,-0.09538,0.05347,-0.00869
IBM240726C00145000,IBM,2024-07-26,145.00,call,0.00,26.55,24.95,37,28.15,37,0,0,2024-06-18,0.28614,0.96885,0.00446,-0.12701,0.03863,0.14439
IBM240726P00145000,IBM,2024-07-26,145.00,put,0.47,0.41,0.31,55,0.50,18,5,6,2024-06-18,0.33004,-0.05162,0.00582,-0.08736,0.05821,-0.00959
IBM240726C00150000,IBM,2024-07-26,150.00,call,0.00,21.82,20.50,37,23.15,37,0,0,2024-06-18,0.28019,0.93659,0.00807,-0.16561,0.06844,0.14358
IBM240726P00150000,IBM,2024-07-26,150.00,put,0.89,0.70,0.63,21,0.77,11,3,3,2024-06-18,0.31388,-0.08485,0.00900,-0.12083,0.08552,-0.01579
IBM240726C00155000,IBM,2024-07-26,155.00,call,17.91,17.73,17.45,40,18.00,12,0,1,2024-06-18,0.31007,0.85567,0.01332,-0.25453,0.12503,0.13347
IBM240726P00155000,IBM,2024-07-26,155.00,put,1.34,1.19,1.11,40,1.26,5,5,41,2024-06-18,0.29925,-0.13656,0.01329,-0.16002,0.12042,-0.02549
IBM240726C00160000,IBM,2024-07-26,160.00,call,12.80,13.60,13.35,40,13.85,10,13,2,2024-06-18,0.29711,0.77991,0.01811,-0.29620,0.16298,0.12432
IBM240726P00160000,IBM,2024-07-26,160.00,put,2.31,2.13,2.00,40,2.26,1,12,55,2024-06-18,0.29498,-0.21864,0.01818,-0.20900,0.16236,-0.04104
IBM240726C00165000,IBM,2024-07-26,165.00,call,9.95,9.95,8.90,168,11.00,56,13,10,2024-06-18,0.28751,0.67825,0.02265,-0.32870,0.19724,0.11007
IBM240726P00165000,IBM,2024-07-26,165.00,put,3.95,3.22,2.90,64,3.55,21,6,38,2024-06-18,0.27394,-0.31517,0.02357,-0.22688,0.19553,-0.05931
IBM240726C00170000,IBM,2024-07-26,170.00,call,6.70,7.03,6.90,30,7.15,10,30,90,2024-06-18,0.28629,0.55615,0.02507,-0.34566,0.21736,0.09143
IBM240726P00170000,IBM,2024-07-26,170.00,put,6.35,5.17,4.80,81,5.55,15,16,18,2024-06-18,0.26937,-0.44257,0.02663,-0.23808,0.21726,-0.08396
IBM240726C00175000,IBM,2024-07-26,175.00,call,4.70,4.65,4.55,40,4.75,6,39,83,2024-06-18,0.28126,0.42963,0.02537,-0.32850,0.21611,0.07145
